0.000000	-0.040000	-0.000000
-0.000000	-0.040000	0.000000
0.440000	0.236000	-0.000000
-0.440000	0.236000	0.000000
-0.440000	0.236000	0.000000
0.440000	0.236000	-0.000000
-0.000000	-0.000000	-0.000000
0.000000	-0.000000	0.000000
-0.000000	0.000000	-0.500000
0.000000	0.000000	0.500000
0.000000	0.000000	0.500000
-0.000000	0.000000	-0.500000
-0.069000	0.000000	0.000000
-0.069000	-0.000000	0.000000
0.409000	0.283000	-0.000000
0.409000	-0.283000	-0.000000
0.409000	-0.283000	-0.000000
0.409000	0.283000	-0.000000
-0.055000	-0.000000	0.000000
0.055000	0.000000	-0.000000
-0.256000	0.427000	0.000000
-0.257000	-0.428000	0.000000
0.257000	0.428000	-0.000000
0.256000	-0.427000	-0.000000
-0.000000	-0.000000	-0.083000
-0.000000	0.000000	-0.083000
0.000000	-0.000000	0.496000
0.000000	0.000000	0.496000
0.000000	0.000000	0.497000
0.000000	-0.000000	0.497000
-0.000000	-0.153000	0.000000
0.000000	0.153000	0.000000
-0.467000	-0.141000	-0.000000
0.467000	-0.141000	0.000000
-0.467000	0.141000	-0.000000
0.467000	0.141000	0.000000
-0.304000	0.000000	-0.000000
0.304000	-0.000000	0.000000
-0.245000	-0.379000	0.000000
-0.245000	0.379000	0.000000
0.245000	-0.379000	-0.000000
0.245000	0.379000	-0.000000
0.000000	-0.070000	0.000000
-0.000000	0.070000	0.000000
0.264000	-0.422000	-0.000000
-0.264000	-0.422000	0.000000
0.263000	0.421000	-0.000000
-0.264000	0.422000	0.000000
-0.000000	-0.000000	-0.152000
0.000000	-0.000000	0.152000
-0.000000	0.000000	-0.488000
-0.000000	-0.000000	-0.489000
0.000000	0.000000	0.488000
0.000000	-0.000000	0.488000
-0.102000	0.000000	-0.000000
0.102000	-0.000000	0.000000
0.455000	0.194000	-0.000000
0.455000	-0.194000	-0.000000
-0.455000	0.194000	0.000000
-0.455000	-0.194000	0.000000
-0.043000	-0.000000	0.000000
-0.043000	-0.000000	0.000000
0.254000	-0.429000	-0.000000
0.254000	0.429000	-0.000000
0.254000	0.430000	-0.000000
0.254000	-0.429000	-0.000000
0.000000	-0.071000	0.000000
-0.000000	-0.071000	-0.000000
-0.264000	0.422000	0.000000
0.264000	0.421000	-0.000000
0.264000	0.421000	-0.000000
-0.265000	0.422000	0.000000
